año,Importe del contrato,Código del contrato,Proveedor o contratista,Siglas de la Institución,producto,Número del procedimiento,Descripción 3,Tipo de contratación,dia,Fecha de inicio del contrato
2023,968220.0,C-2023-00103603,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,334319.0,C-2023-00136245,BRUKER MEXICANA SA DE CV,IMP,Servicios,AA-18-T0O-018T0O004-N-308-2023,,Adquisiciones,25-12-2023,2023-10-05
2023,72360.0,C-2023-00021935,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-T-25-2023,,Adquisiciones,25-12-2023,2023-02-24
2023,6053350.0,C-2023-00115718,BRUKER MEXICANA SA DE CV,SGM,Laboratorio,AA-10-LAU-010LAU001-N-149-2023,,Adquisiciones,25-12-2023,2023-09-11
2023,2770700.0,C-2023-00158883,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Consumibles,IA-50-GYR-050GYR004-T-368-2023,,Adquisiciones,25-12-2023,2023-11-30
2023,1465627.0,C-2023-00125044,BRUKER MEXICANA SA DE CV,IPN,Servicios,AA-11-B00-011B00001-N-5625-2023,,Servicios,25-12-2023,2023-10-11
2023,161370.0,C-2023-00103597,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,6373000.0,C-2023-00130066,BRUKER MEXICANA SA DE CV,SGM,Laboratorio,AA-10-LAU-010LAU001-N-178-2023,,Adquisiciones,25-12-2023,2023-09-13
2023,37000.0,C-2023-00133224,BRUKER MEXICANA SA DE CV,IMP,Servicios,AA-18-T0O-018T0O004-N-309-2023,,Adquisiciones,25-12-2023,2023-10-11
2023,106964.0,C-2023-00131868,PROMEDICA GARCIA SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR058-I-497-2023,,Adquisiciones,25-12-2023,2023-09-22
2023,2634000.0,C-2023-00136163,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,,LA-50-GYR-050GYR032-T-101-2023,,Adquisiciones,25-12-2023,2023-10-27
2023,4800000.0,C-2023-00164773,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Cuidado materno infantil,AA-50-GYR-050GYR003-T-274-2023,,Adquisiciones,25-12-2023,2023-11-30
2023,2834032.5,C-2023-00016910,EQUIPAMIENTO Y CONSULTORIA INTEGRAL SA DE CV,INP,Servicios,AA-12-NCZ-012NCZ002-N-34-2023,,Servicios,25-12-2023,2023-03-16
2023,183520.0,C-2023-00001101,EQUIPAMIENTO Y CONSULTORIA INTEGRAL SA DE CV,INP,Servicios,AA-12-NCZ-012NCZ002-N-2-2023,,Servicios,25-12-2023,2023-02-01
2023,112973.0,C-2023-00066515,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J995-N-242-2023,,Servicios,25-12-2023,2023-07-04
2023,1745079.0,C-2023-00067869,BRUKER MEXICANA SA DE CV,IMP,Servicios,AA-18-T0O-018T0O004-N-150-2023,,Servicios,25-12-2023,2023-06-21
2023,425850.0,C-2023-00074867,EQUIPAMIENTO Y CONSULTORIA INTEGRAL SA DE CV,IMSS,Servicios,IA-50-GYR-050GYR026-N-183-2023,,Servicios,25-12-2023,2023-07-14
2023,89648.0,C-2023-00110449,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J993-N-106-2023,,Servicios,25-12-2023,2023-09-20
2023,322740.0,C-2023-00103595,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,451077.0,C-2023-00123716,BRUKER MEXICANA SA DE CV,IMP,Servicios,AA-18-T0O-018T0O002-N-68-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,1092000.0,C-2023-00140266,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,,AA-50-GYR-050GYR031-T-281-2023,,Adquisiciones,25-12-2023,2023-11-03
2023,1014000.0,C-2023-00121842,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Instrumental medico,IA-50-GYR-050GYR026-T-271-2023,,Adquisiciones,25-12-2023,2023-10-06
2023,643953.62,C-2023-00127933,BRUKER MEXICANA SA DE CV,IPN,Servicios,AA-11-B00-011B00001-N-6037-2023,,Servicios,25-12-2023,2023-10-14
2023,397068.0,C-2023-00121509,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J999-N-485-2023,,Servicios,25-12-2023,2023-10-15
2023,510000.0,C-2023-00117751,BRUKER MEXICANA SA DE CV,SGM,Otros,AA-10-LAU-010LAU001-N-161-2023,,Adquisiciones,25-12-2023,2023-09-11
2023,112973.0,C-2023-00066531,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J995-N-241-2023,,Servicios,25-12-2023,2023-07-04
2023,207144.0,C-2023-00134047,BRUKER MEXICANA SA DE CV,SGM,Servicios,AA-10-LAU-010LAU001-N-202-2023,,Servicios,25-12-2023,2023-10-13
2023,160000.0,C-2023-00106943,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J996-N-71-2023,,Servicios,25-12-2023,2023-09-12
2023,64000.0,C-2023-00071488,BRUKER MEXICANA SA DE CV,CINVESTAV,Servicios,AA-11-L4J-011L4J993-N-68-2023,,Servicios,25-12-2023,2023-07-11
2023,679062.0,C-2023-00096876,BRUKER MEXICANA SA DE CV,SGM,Servicios,AA-10-LAU-010LAU001-N-125-2023,,Servicios,25-12-2023,2023-07-11
2023,140208.57,C-2023-00132602,MANTENIMIENTO ESPECIALIZADO Y SERVICIOS PARA,IPN,Servicios,AA-11-B00-011B00001-N-6300-2023,,Servicios,25-12-2023,2023-10-13
2023,322740.0,C-2023-00103605,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Desfibrilador,LA-50-GYR-050GYR040-T-10-2023,,Adquisiciones,25-12-2023,2023-09-05
2023,1752800.0,C-2023-00099843,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,INSABI,Ventilacion,LA-12-M7B-012M7B997-I-93-2023,,Adquisiciones,25-12-2023,2023-08-29
2023,419500.0,C-2023-00134697,CORPORATIVO MS SISTEMAS MEDICOS SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR029-N-332-2023,,Servicios,25-12-2023,2023-09-20
2023,501256.2,C-2023-00096708,ESPECIALIDADES CIENTIFICAS DE LABORATORIO SA,IMSS,Consumibles,LA-50-GYR-050GYR082-T-125-2023,,Adquisiciones,25-12-2023,2023-07-03
2023,18176.4,C-2023-00157695,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-I-287-2023,,Adquisiciones,25-12-2023,2023-11-30
2023,992325.0,C-2023-00096901,EQUIPOS CARLIN DE MORELOS SA DE CV,SEP,Mobiliario,LA-11-712-011000999-N-20-2023,,Adquisiciones,25-12-2023,2023-08-25
2023,258244.0,C-2023-00054003,IPSUMX S DE RL DE CV,CIO,Agua equipos,AA-38-90S-03890S999-N-24-2023,,Adquisiciones,25-12-2023,2023-05-02
2023,828617.99,C-2023-00143372,EQUIPOS CARLIN DE MORELOS SA DE CV,CAPUFE,Mobiliario,LA-09-J0U-009J0U001-N-107-2023,,Adquisiciones,25-12-2023,2023-11-10
2023,4871586.9,C-2023-00126745,CENTRAL MEDICA DE SUMINISTROS SA DE CV,IMSS,,AA-50-GYR-050GYR031-T-245-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,1240000.0,C-2023-00150920,CENTRAL MEDICA DE SUMINISTROS SA DE CV,IMSS,Anestesia,AA-50-GYR-050GYR007-T-725-2023,,Adquisiciones,25-12-2023,2023-11-22
2023,6489000.0,C-2023-00142782,CENTRAL MEDICA DE SUMINISTROS SA DE CV,IMSS,Anestesia,AA-50-GYR-050GYR009-T-180-2023,,Adquisiciones,25-12-2023,2023-11-08
2023,87164.59,C-2023-00145005,CARLOS EDUARDO MEZA SORIA,HRAEV,Servicios,AA-12-NBT-012NBT999-N-523-2023,,Servicios,25-12-2023,2023-07-03
2023,87637.79,C-2023-00096545,CARLOS EDUARDO MEZA SORIA,HRAEV,Servicios,AA-12-NBT-012NBT999-N-378-2023,,Servicios,25-12-2023,2023-01-02
2023,52010.0,C-2023-00101030,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-T-176-2023,,Adquisiciones,25-12-2023,2023-08-31
2023,197772.07,C-2023-00051700,JUAN FRANCISCO MENDOZA SANCHEZ,INNN,Servicios,AA-12-NCK-012NCK002-N-20-2023,,Servicios,25-12-2023,2023-04-27
2023,128050.0,C-2023-00155573,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR060-T-396-2023,,Adquisiciones,25-12-2023,2023-11-28
2023,116000.0,C-2023-00157692,PROMEDICA GARCIA SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR020-T-282-2023,,Adquisiciones,25-12-2023,2023-11-30
2023,106964.0,C-2023-00063109,PROMEDICA GARCIA SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR058-I-254-2023,,Adquisiciones,25-12-2023,2023-05-09
2023,89000.0,C-2023-00119860,BRUCE MEDICA INTERNACIONAL SA DE CV,IMSS,,LA-50-GYR-050GYR032-T-75-2023,,Adquisiciones,25-12-2023,2023-10-06
2023,150000.0,C-2023-00022822,BRUCE MEDICA INTERNACIONAL SA DE CV,INCMNSZ,Servicios,AA-12-NCG-012NCG001-N-153-2023,,Servicios,25-12-2023,2023-02-10
2023,1496200.0,C-2023-00072397,SERVICIOS BIOMEDICOS GRIMSA SA DE CV,SEDENA,Servicios,LA-07-110-007000999-N-359-2023,,Servicios,25-12-2023,2023-07-05
2023,2750.0,C-2023-00158319,SOPORTE BIOMEDICO INTEGRAL SA DE CV,HRAEO,Servicios,AA-12-NBR-012NBR001-N-154-2023,,Adquisiciones,25-12-2023,2023-10-14
2023,25000.0,C-2023-00149787,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR030-N-401-2023,,Adquisiciones,25-12-2023,2023-11-18
2023,25500.0,C-2023-00129492,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,,AA-50-GYR-050GYR030-N-370-2023,,Adquisiciones,25-12-2023,2023-10-14
2023,208681.0,C-2023-00089319,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Laboratorio,AA-50-GYR-050GYR030-N-245-2023,,Adquisiciones,25-12-2023,2023-08-09
2023,929060.0,C-2023-00129493,CORPORATIVO MEDICA W S DE RL DE CV,IMSS,,AA-50-GYR-050GYR030-N-370-2023,,Adquisiciones,25-12-2023,2023-10-14
2023,12728.6,C-2023-00091738,CORPORATIVO MEDICA W S DE RL DE CV,IMSS,Instrumental quirurgico,AA-50-GYR-050GYR030-N-270-2023,,Adquisiciones,25-12-2023,2023-08-16
2023,5270400.0,C-2023-00154476,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Camas,AA-50-GYR-050GYR003-T-240-2023,,Adquisiciones,25-12-2023,2023-11-09
2023,311862.54,C-2023-00007966,METROCLIMAS S DE RL DE CV,IMSS,Servicios,AA-50-GYR-050GYR059-N-37-2023,,Adquisiciones,25-12-2023,2023-03-01
2023,349000.0,C-2023-00086629,ELECTRONICA COM SA DE CV,IMP,Servicios,AA-18-T0O-018T0O004-N-172-2023,,Servicios,25-12-2023,2023-07-26
2023,10000.0,C-2023-00119837,CORPORATIVO MEDICA W S DE RL DE CV,IMSS,Consumibles,AA-50-GYR-050GYR030-N-339-2023,,Adquisiciones,25-12-2023,2023-10-06
2023,29158.0,C-2023-00091734,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Instrumental medico,AA-50-GYR-050GYR030-N-270-2023,,Adquisiciones,25-12-2023,2023-08-16
2023,1870.0,C-2023-00089322,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Laboratorio,AA-50-GYR-050GYR030-N-245-2023,,Adquisiciones,25-12-2023,2023-08-09
2023,423995.05,C-2023-00167205,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Varios,AA-50-GYR-050GYR003-T-282-2023,,Adquisiciones,25-12-2023,2023-11-06
2023,16550.0,C-2023-00092992,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Refrigeracion,AA-50-GYR-050GYR030-N-273-2023,,Adquisiciones,25-12-2023,2023-08-17
2023,32500.0,C-2023-00086072,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Instrumental quirurgico,AA-50-GYR-050GYR030-N-213-2023,,Adquisiciones,25-12-2023,2023-08-04
2023,670957.5,C-2023-00109307,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,,IA-50-GYR-050GYR030-T-278-2023,,Adquisiciones,25-12-2023,2023-09-15
2023,4927846.0,C-2023-00158920,SOLUCIONES EN BIOINGENIERIA SA DE CV,IMSS,Varios,AA-50-GYR-050GYR035-I-165-2023,,Adquisiciones,25-12-2023,2023-11-15
2023,155000.0,C-2023-00134508,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INER,Servicios,AA-12-NCD-012NCD002-N-107-2023,,Servicios,25-12-2023,2023-10-16
2023,564654.0,C-2023-00056052,SOLUCIONES BIOKAVI SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR057-T-148-2023,,Adquisiciones,25-12-2023,2023-06-14
2023,50145.29,C-2023-00134312,CASA MYERS SA,SGM,,AA-10-LAU-010LAU001-N-204-2023,,Adquisiciones,25-12-2023,2023-10-05
2023,12352328.79,C-2023-00144678,MEDICAL EQUIPMENT TECHNOLOGY SMI SA DE CV,SEMAR,Rayos x,IA-13-312-013000999-T-1032-2023,,Adquisiciones,25-12-2023,2023-11-03
2023,2599794.712,C-2023-00141878,MEDICAL EQUIPMENT TECHNOLOGY SMI SA DE CV,SEMAR,,IA-13-312-013000999-T-1030-2023,,Adquisiciones,25-12-2023,2023-11-06
2023,6613225.009,C-2023-00141995,MEDICAL EQUIPMENT TECHNOLOGY SMI SA DE CV,SEMAR,Ventilacion,IA-13-312-013000999-T-1033-2023,,Adquisiciones,25-12-2023,2023-11-06
2023,3713308.76,C-2023-00141149,MEDICAL EQUIPMENT TECHNOLOGY SMI SA DE CV,SEMAR,,IA-13-312-013000999-T-1031-2023,,Adquisiciones,25-12-2023,2023-11-06
2023,40111.5,C-2023-00052006,PROMEDICA GARCIA SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR058-I-47-2023,,Adquisiciones,25-12-2023,2023-01-25
2023,870720.32,C-2023-00153804,GRUPO FARMACEUTICO ZAMBRANO SA DE CV,IMSS,Instrumental medico,AA-50-GYR-050GYR035-N-133-2023,,Adquisiciones,25-12-2023,2023-09-29
2023,166700.0,C-2023-00067857,MEXICANA ELECTRICA EN TRANSFORMACION DE ENERG,IMP,Servicios,AA-18-T0O-018T0O004-N-149-2023,,Servicios,25-12-2023,2023-06-20
2023,563500.0,C-2023-00004725,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INP,Servicios,AA-12-NCZ-012NCZ002-N-16-2023,,Servicios,25-12-2023,2023-02-17
2023,1282746.0,C-2023-00057319,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INER,Servicios,LA-12-NCD-012NCD002-N-26-2023,,Servicios,25-12-2023,2023-06-13
2023,357044.0,C-2023-00028404,METENGINEERS SA DE CV,IPN,Servicios,AA-11-B00-011B00001-N-2018-2023,,Servicios,25-12-2023,2023-04-05
2023,208938.0,C-2023-00130511,METENGINEERS SA DE CV,IPN,Servicios,AA-11-B00-011B00001-N-6217-2023,,Servicios,25-12-2023,2023-10-13
2023,2141859.24,C-2023-00158953,GRUPO FARMACEUTICO ZAMBRANO SA DE CV,IMSS,Varios,AA-50-GYR-050GYR035-I-168-2023,,Adquisiciones,25-12-2023,2023-11-15
2023,188312.11,C-2023-00130524,METENGINEERS SA DE CV,IPN,Servicios,AA-11-B00-011B00001-N-6218-2023,,Servicios,25-12-2023,2023-10-13
2023,498740.0,C-2023-00004619,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INER,Servicios,AA-12-NCD-012NCD001-N-8-2023,,Adquisiciones,25-12-2023,2023-02-28
2023,340805.0,C-2023-00159185,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,HRAEO,Servicios,AA-12-NBR-012NBR001-N-156-2023,,Adquisiciones,25-12-2023,2023-10-14
2023,378300.0,C-2023-00072464,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INER,Camas,AA-12-NCD-012NCD001-N-190-2023,,Adquisiciones,25-12-2023,2023-07-27
2023,376119.0,C-2023-00050009,SERVICIOS BIOMEDICOS INTEGRALES CRUGA SA DE C,INCAN,Consumibles,AA-12-NBV-012NBV001-N-135-2023,,Adquisiciones,25-12-2023,2023-05-31
2023,188850.0,C-2023-00031180,SISTEMAS BIOMEDICOS PROFESIONALES SA DE CV,INR,Servicios,AA-12-NDF-012NDF999-N-145-2023,,Adquisiciones,25-12-2023,2023-03-15
2023,101145.0,C-2023-00161786,GRUPO GARANCO SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR032-T-125-2023,,Adquisiciones,25-12-2023,2023-11-13
2023,67430.0,C-2023-00155172,GRUPO GARANCO SA DE CV,IMSS,Instrumental quirurgico,AA-50-GYR-050GYR005-T-389-2023,,Adquisiciones,25-12-2023,2023-12-08
2023,17800000.0,C-2023-00156009,GRUPO GARANCO SA DE CV,IMSS,Cirugia,LA-50-GYR-050GYR028-T-185-2023,,Adquisiciones,25-12-2023,2023-10-24
2023,4204216.0,C-2023-00127965,LUIS CESAR BOYER CASTANEDA,ISSSTE,Mobiliario,AA-51-GYN-051GYN020-T-3-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,1995748.0,C-2023-00161447,GRUPO GARANCO SA DE CV,IMSS,Instrumental quirurgico,AA-50-GYR-050GYR012-T-364-2023,,Adquisiciones,25-12-2023,2023-12-14
2023,2043359.6,C-2023-00090743,SERVICIOS BIOMEDICOS Y TECNOLOGICOS VIMA SA D,IMSS,Servicios,IA-50-GYR-050GYR001-N-205-2023,,Servicios,25-12-2023,2023-08-09
2023,68928.92,C-2023-00086753,GRUPO GARTINEZ S DE RL,IMP,Mobiliario,AA-18-T0O-018T0O004-N-175-2023,,Adquisiciones,25-12-2023,2023-07-26
2023,4132800.0,C-2023-00021069,SERVICIOS BIOMEDICOS Y TECNOLOGICOS VIMA SA D,IMSS,Servicios,IA-50-GYR-050GYR001-N-39-2023,,Servicios,25-12-2023,2023-03-25
2023,1318300.0,C-2023-00145775,SERVICIOS BIOMEDICOS Y TECNOLOGICOS VIMA SA D,IMSS,Servicios,IA-50-GYR-050GYR001-N-309-2023,,Servicios,25-12-2023,2023-11-11
2023,49400.0,C-2023-00125259,METROLAB SA DE CV,IMP,Servicios,AA-18-T0O-018T0O004-N-266-2023,,Servicios,25-12-2023,2023-10-11
2023,460406.4,C-2023-00125350,CORPORATIVO NEOMEDICA SA DE CV,INP,Instrumental quirurgico,LA-12-NCZ-012NCZ001-I-474-2023,,Arrendamientos,25-12-2023,2023-10-12
2023,49900.0,C-2023-00003982,METROLAB SA DE CV,INECOL,Servicios,AA-38-91Q-03891Q001-N-27-2023,,Servicios,25-12-2023,2023-04-13
2023,2550000.0,C-2023-00134451,JOAQUIN ISRAEL BOLANOS GUTIERREZ,SENASICA,Servicios,AA-08-B00-008B00001-N-129-2023,,Servicios,25-12-2023,2023-10-13
2023,34000.0,C-2023-00119642,METROLAB SA DE CV,IMT,Servicios,AA-09-A00-009A00001-N-80-2023,,Servicios,25-12-2023,2023-10-09
2023,73690.0,C-2023-00104962,JOAQUIN ISRAEL BOLANOS GUTIERREZ,IMP,Servicios,AA-18-T0O-018T0O004-N-212-2023,,Adquisiciones,25-12-2023,2023-08-31
2023,325000.0,C-2023-00053766,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,INECOL,Servicios,AA-38-91Q-03891Q001-N-40-2023,,Servicios,25-12-2023,2023-02-20
2023,43103.45,C-2023-00107448,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,CICY,Servicios,AA-38-90Q-03890Q010-N-56-2023,,Servicios,25-12-2023,2023-09-04
2023,278448.28,C-2023-00030657,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,INECOL,Servicios,AA-38-91Q-03891Q001-N-59-2023,,Servicios,25-12-2023,2023-04-24
2023,1299850.92,C-2023-00132569,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,IMP,Laboratorio,IA-18-T0O-018T0O004-I-247-2023,,Adquisiciones,25-12-2023,2023-10-19
2023,51400.0,C-2023-00080258,EQUIPOS PARA DIAGNOSTICO ANALITICO SA DE CV,CONAGUA,Servicios,AA-16-B00-016B00015-N-35-2023,,Servicios,25-12-2023,2023-07-26
2023,9791027.68,C-2023-00051798,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,CINVESTAV,Laboratorio,LA-11-L4J-011L4J998-I-23-2023,,Adquisiciones,25-12-2023,2023-05-22
2023,361077.0,C-2023-00078594,JOSE GUADALUPE BONIFACIO MUNOZ,HJM,Servicios,AA-12-NAW-012NAW001-N-404-2023,,Servicios,25-12-2023,2023-07-24
2023,167671.9,C-2023-00126562,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,SGM,Servicios,IA-10-LAU-010LAU001-I-181-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,139020.14,C-2023-00108432,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,CINVESTAV,,AA-11-L4J-011L4J990-N-167-2023,,Adquisiciones,25-12-2023,2023-09-18
2023,807094.03,C-2023-00140481,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,LICONSA,Laboratorio,LA-08-VST-008VST977-T-79-2023,,Adquisiciones,25-12-2023,2023-11-04
2023,177075.0,C-2023-00130547,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,IMSS,Servicios,AA-50-GYR-050GYR974-N-76-2023,,Servicios,25-12-2023,2023-10-20
2023,1200000.0,C-2023-00013311,VM GRUPO EMPRESARIAL DE LIMMA SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR031-N-27-2023,,Servicios,25-12-2023,2023-01-26
2023,527933.76,C-2023-00013314,VM GRUPO EMPRESARIAL DE LIMMA SA DE CV,IMSS,Servicios,AA-50-GYR-050GYR031-N-27-2023,,Servicios,25-12-2023,2023-01-26
2023,101480.0,C-2023-00034404,CENTRO NACIONAL DE METROLOGIA,IMT,Servicios,AA-09-A00-009A00001-N-34-2023,,Servicios,25-12-2023,2023-08-07
2023,8014627.27,C-2023-00132604,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,SGM,Laboratorio,LA-10-LAU-010LAU001-T-146-2023,,Adquisiciones,25-12-2023,2023-10-26
2023,108200.0,C-2023-00084447,CENTRO NACIONAL DE METROLOGIA,IMP,Servicios,AA-18-T0O-018T0O004-N-163-2023,,Servicios,25-12-2023,2023-07-24
2023,33233.82,C-2023-00072879,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,IPICYT,Servicios,AA-38-91W-03891W001-N-160-2023,,Servicios,25-12-2023,2023-07-12
2023,251377.0,C-2023-00057026,ELECTRON DEVICES SA DE CV,IPN,Servicios,AA-11-B00-011B00001-N-3170-2023,,Servicios,25-12-2023,2023-06-09
2023,425559.0,C-2023-00127921,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,ASA,,AA-09-JZL-009JZL002-T-181-2023,,Adquisiciones,25-12-2023,2023-10-13
2023,52052.0,C-2023-00015811,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,CENAM,Servicios,AA-10-K2H-010K2H001-N-64-2023,,Servicios,25-12-2023,2023-03-23
2023,2271018.25,C-2023-00107843,INSTRUMENTACION Y SERVICIOS ANALITICOS SA DE,LICONSA,Laboratorio,LA-08-VST-008VST977-T-59-2023,,Adquisiciones,25-12-2023,2023-09-14
2023,79200.0,C-2023-00160425,SOLUCIONES COMERCIALES BIZLAR SA DE CV,IMSS,Consumibles,AA-50-GYR-050GYR051-T-207-2023,,Adquisiciones,25-12-2023,2023-12-06
2023,54400.0,C-2023-00004349,CODENE DEL NORTE SAS DE CV,CENAM,,AA-10-K2H-010K2H001-N-32-2023,,Adquisiciones,25-12-2023,2023-03-01
2023,13500.0,C-2023-00147905,CODENE DEL NORTE SAS DE CV,CENAM,Otros,AA-10-K2H-010K2H001-N-254-2023,,Adquisiciones,25-12-2023,2023-11-15
2023,11994087.87,C-2023-00141441,VIACOMER S DE RL DE CV,INDESALUD,Ultrasonido,LA-63-O39-904037996-I-2-2023,,Adquisiciones,25-12-2023,2023-10-24
2023,33000.0,C-2023-00152039,GLV GENERAL DE INSUMOS SA,IMSS,Consumibles,AA-50-GYR-050GYR037-T-246-2023,,Adquisiciones,25-12-2023,2023-11-16
2023,2632.0,C-2023-00086415,GLV GENERAL DE INSUMOS SA,IMSS,Consumibles,AA-50-GYR-050GYR037-T-126-2023,,Adquisiciones,25-12-2023,2023-07-21
2023,301400.0,C-2023-00140215,GLV GENERAL DE INSUMOS SA,IMSS,Consumibles,AA-50-GYR-050GYR037-T-196-2023,,Adquisiciones,25-12-2023,2023-10-03
2023,80100.0,C-2023-00101864,GLV GENERAL DE INSUMOS SA,IMSS,Consumibles,AA-50-GYR-050GYR037-T-163-2023,,Adquisiciones,25-12-2023,2023-08-23
2023,88650.0,C-2023-00123904,GLV GENERAL DE INSUMOS SA,IMSS,Consumibles,AA-50-GYR-050GYR037-T-211-2023,,Adquisiciones,25-12-2023,2023-10-10
2023,82151.72,C-2023-00101027,MA SARA MENA VELAZQUEZ,IMSS,Servicios,AA-50-GYR-050GYR058-N-147-2023,,Servicios,25-12-2023,2023-04-01
2023,470000.0,C-2023-00110447,INSTRUMENTACION Y SERVICIO EN ANALITICA SA DE,INCAN,Servicios,AA-12-NBV-012NBV001-N-268-2023,,Servicios,25-12-2023,2023-09-18
2023,158000.0,C-2023-00132573,INSTRUMENTACION Y SERVICIO EN ANALITICA SA DE,INECOL,Servicios,AA-38-91Q-03891Q001-N-140-2023,,Servicios,25-12-2023,2023-10-13
2023,350604.15,C-2023-00128020,ISENORTE SA DE CV,INP,Servicios,AA-12-NCZ-012NCZ001-N-581-2023,,Adquisiciones,25-12-2023,2023-10-12
2023,282271.1111,C-2023-00034147,ISENORTE SA DE CV,HRAEV,Servicios,LA-12-NBT-012NBT999-N-13-2023,,Servicios,25-12-2023,2023-04-07
2023,41127.19,C-2023-00127980,ISENORTE SA DE CV,INP,Servicios,AA-12-NCZ-012NCZ001-N-578-2023,,Adquisiciones,25-12-2023,2023-10-12
2023,416775.0,C-2023-00132030,ISENORTE SA DE CV,INP,Servicios,AA-12-NCZ-012NCZ001-N-590-2023,,Adquisiciones,25-12-2023,2023-10-20
2023,192855.0,C-2023-00128040,ISENORTE SA DE CV,INP,Accesorios,AA-12-NCZ-012NCZ001-N-579-2023,,Adquisiciones,25-12-2023,2023-10-12
2023,426764.2,C-2023-00128027,ISENORTE SA DE CV,INP,Servicios,AA-12-NCZ-012NCZ001-N-580-2023,,Adquisiciones,25-12-2023,2023-10-12
2023,2400224.0,C-2023-00156013,BOUNES SA DE CV,IMSS,Instrumental quirurgico,LA-50-GYR-050GYR028-T-185-2023,,Adquisiciones,25-12-2023,2023-10-24
